Title,URL,Overview,Category,Sub-Category,Course Type,Skills,Instructors,Rating,Number of viewers,Duration,Level,Softwares
DevOps on AWS Specialization,https://www.coursera.org/specializations/aws-devops,Launch your career in DevOps. Master DevOps methodologies and AWS services to deliver faster and more reliable updates to your customers,Computer Science,Software Development,Specialization,"Continuous Integration, Devops, Monitoring and Logging, Continuous Delivery, Microservices, AWS Identity and Access Management, Networking on AWS, AWS Management Console, Cloud Computing, aws security, Test Automation, AWS cloud, ","Morgan Willis ,Seph Robinson ,Rafael Lopes ,Russell Sayers ,Alana Layton ,",4.7stars,811,Approximately 3 months to complete,Intermediate,
Generative Adversarial Networks (GANs) Specialization,https://www.coursera.org/specializations/generative-adversarial-networks-gans,Break into the GANs space. Master cutting-edge GANs techniques through three hands-on courses!,Data Science,Machine Learning,Specialization,"Generator, Image-to-Image Translation, glossary of computer graphics, Discriminator, Generative Adversarial Networks, Controllable Generation, WGANs, Conditional Generation, Components of GANs, DCGANs, Bias in GANs, StyleGANs, ","Sharon Zhou ,Eda Zhou ,Eric Zelikman ,",4.7stars,"1,902",Approximately 3 months to complete,Intermediate,
Data Visualization with Tableau Specialization,https://www.coursera.org/specializations/data-visualization,Visualize Business Data with Tableau. Create powerful business intelligence reports,Data Science,Data Analysis,Specialization,"Storyboarding, Map, Tableau Software, Data Visualization (DataViz), Data Virtualization, Visualization (Computer Graphics), Data Analysis, Visual Analytics, Interactive Visualization, ","Desiree' Abbott ,Govind Acharya ,Hunter Whitney ,Suk S. Brar, M.B.A. ,",4.5stars,"6,556",Approximately 6 months to complete,Beginner,
Certified in Cybersecurity Specialization,https://www.coursera.org/specializations/certified-in-cybersecurity,Advance Your IT Career with Cybersecurity Skills. Gain Flexibility with Self-Paced Learning,Information Technology,Security,Specialization,"Cybersecurity, Network Security, security principles, Risk, Information Assurance, security, governance, Computer Security Incident Management, Business Continuity, Disaster Recovery, Logical Controls, administrative controls, ","(ISC)² Education & Training ,",4.6stars,114,Approximately 8 months to complete,Beginner,
Business Strategy Specialization,https://www.coursera.org/specializations/business-strategy,Steer Your Business to Success. Generate value and demonstrate global impact in four courses. ,Business,Business Strategy,Specialization,"Strategic Analysis, Strategic Management, Strategic Thinking, Business Strategy, Capabilities Analysis, Competitive Position, Industry Structure, business competition, Mergers And Acquisitions (M&A), innovation strategy, growth strategy, Strategy Implementation, ","Michael Lenox ,Jared Harris ,Scott Snell ,",4.8stars,"2,524",Approximately 6 months to complete,Beginner,
Applied Data Science with Python Specialization,https://www.coursera.org/specializations/data-science-python,"Gain new insights into your data  . Learn to apply data science methods and techniques, and acquire analysis skills.",Data Science,Data Analysis,Specialization,"Text Mining, Python Programming, Pandas, Matplotlib, Numpy, Data Cleansing, Data Virtualization, Data Visualization (DataViz), Machine Learning (ML) Algorithms, Machine Learning, Scikit-Learn, Natural Language Toolkit (NLTK), ","Christopher Brooks ,Kevyn Collins-Thompson ,V. G. Vinod Vydiswaran ,Daniel Romero ,",4.5stars,"25,522",Approximately 5 months to complete,Intermediate,
Human Resource Management: HR for People Managers Specialization,https://www.coursera.org/specializations/human-resource-management,"Become a better manager of people. Develop strategies and skills for hiring, managing performance, and rewarding employees.",Business,Business Strategy,Specialization,"Performance Management, interviewing, Human Resources (HR), Onboarding, managing people, Resource Management, Hr Strategy, Recruiting, Recruitment, Performance Appraisal, Organizational Culture, Incentive, ","John W. Budd ,Amy Simon ,Stacy Doepner-Hove ,Larry Bourgerie ,Alan Benson ,Mike Davis ,",4.8stars,"10,827",Approximately 6 months to complete,Beginner,
Achieving Personal and Professional Success Specialization,https://www.coursera.org/specializations/wharton-success,"Learn How to Maximize Your Potential. Define Success, Communicate Effectively, and Use Influence to Accomplish Personal and Career Goals ",Personal Development,Personal Development,Specialization,"goal setting, Happiness, Personality Development, Personal Development, Communication, Negotiation, Deception, ","Richard Shell ,Maurice Schweitzer ,Stewart D.  Friedman ,Cade Massey ,",4.7stars,"2,296",Approximately 4 months to complete,Beginner,
Regulatory Compliance Specialization,https://www.coursera.org/specializations/regulatory-compliance,Learn to create a culture of compliance. Master the strategies for building an effective compliance program to manage risk,Business,Business Essentials,Specialization,"Risk Management, Business Strategy, Compliance, Human Resources Management, Brand Management, Strategic Planning, Management, Organizational Behavior, Information Privacy, Data Management, Privacy Compliance, Operations Management, ","Andrew Kandel ,Lauren Steinfeld ,",4.8stars,"1,789",Approximately 4 months to complete,Intermediate,
"TESOL Certificate, Part 1: Teach English Now! Specialization",https://www.coursera.org/specializations/tesol,"TESOL Certificate, Part 1: Teach English Now!. Learn theory and the practical strategies of English as a Second Language teaching.",Language Learning,Learning English,Specialization,"Education, Online Learning, ","Emilia Gracia ,Dr. Justin Shewell ,Andrea Mürau Haraway ,Dr. Shane Dixon ,Jessica Cinco ,",4.9stars,"9,201",Approximately 6 months to complete,Beginner,
Financial Engineering and Risk Management Specialization,https://www.coursera.org/specializations/financialengineering,Advance Your Knowledge in Financial Engineering . Build the fundamentals and technical skills in financial engineering,Business,Finance,Specialization,"Quantitative Analysis, Asset Allocation, Algorithmic Trading, Portfolio Optimization, Mathematical Finance, Derivatives, Swaps and options, Fixed Income, Binomial Distribution, black scholes model, model calibration, modeling and pricing Credit Default Swaps, ","Garud Iyengar ,Ali Hirsa ,Martin Haugh ,",4.5stars,145,Approximately 7 months to complete,Intermediate,
UI / UX Design Specialization,https://www.coursera.org/specializations/ui-ux-design,"Design High-Impact User Experiences. Research, design, and prototype effective, visually-driven websites and apps. ",Arts and Humanities,Music and Art,Specialization,"Website Wireframe, strategy, User Interface Design (UI Design), User Experience (UX), User Research, Graphic Design, Adobe XD, Adobe Illustrator, InVision, Marvel, Adobe Indesign, Treejack, ","Michael Worthington ,Roman Jaster ,",4.7stars,"6,349",Approximately 4 months to complete,Beginner,
"Product Ideation, Design, and Management Specialization",https://www.coursera.org/specializations/product-ideation-design-and-management,"Learn to discover, design, and deliver products that customers love.",Business,Marketing,Specialization,"Product Development, Ideation, Product Management, product design, Innovation, Market Analysis, Entrepreneurship, Competitive Analysis, Customer Development, Marketing, Leadership, User Experience (UX), ","Dr. James V. Green ,Cait von Schnetlage ,Michael R. Pratt ,",4.5stars,237,Approximately 5 months to complete,Beginner,
Financial Analysis - Skills for Success Specialization,https://www.coursera.org/specializations/financial-analysis-skills-for-success,Prepare for a career in financial analysis. Gain a wholistic understanding of organizational finance and apply an analytical mindset toward financial statement analysis and organizational decision-making.,Business,Finance,Specialization,"Accounting, Scenario Analysis, financial statement analysis, Strategic Management, Finance, Risk, Financial Analysis, Financial Statement, Planning, Decision-Making, Data Analysis, Budget, ","Gies College of Business, University of Illinois ,",4.6stars,65,Approximately 3 months to complete,Beginner,
Creative Writing Specialization,https://www.coursera.org/specializations/creative-writing,Craft Your Story Like the Great Writers. Craft an original story that will absorb a reader's interest from the beginning to end.,Arts and Humanities,Music and Art,Specialization,"Short Story Writing, Fiction Writing, Creativity, Copy Editing, ","Brando Skyhorse ,Amy Bloom ,Amity Gaige ,Salvatore Scibona ,",4.7stars,"4,819",Approximately 6 months to complete,Beginner,
Data Structures and Algorithms Specialization,https://www.coursera.org/specializations/data-structures-algorithms,"Master Algorithmic Programming Techniques. Advance your Software Engineering or Data Science Career by Learning Algorithms through Programming and Puzzle Solving. Ace coding interviews by implementing each algorithmic challenge in this Specialization. Apply the newly-learned algorithmic techniques to real-life problems, such as analyzing a huge social network or sequencing a genome of a deadly pathogen. ",Computer Science,Algorithms,Specialization,"Debugging, Software Testing, Algorithms, Data Structure, Computer Programming, Dynamic Programming, Binary Search Tree, Priority Queue, Hash Table, Stack (Abstract Data Type), List, Graph Theory, ","Neil Rhodes ,Daniel M Kane ,Michael Levin ,Michael Levin ,Pavel  Pevzner ,Alexander S. Kulikov ,",4.6stars,"12,782",Approximately 8 months to complete,Intermediate,
Software Product Management Specialization,https://www.coursera.org/specializations/product-management,Create Better Software using Agile Practices. Master Agile development and effective interactions to drive the making of great software products,Computer Science,Design and Product,Specialization,"Software Requirements, Product Management, Scrum, agile, Project Management, Agile Software Development, Software Product Management, Software Project Management, Lean Software Development, Software Development Process, Scrum (Software Development), User Story, ","Kenny Wong ,",4.7stars,"8,428",Approximately 6 months to complete,Beginner,
Foundations of Management Specialization,https://www.coursera.org/specializations/foundations-management,Boost Your Career with New Business Knowledge . Master Business Management Fundamentals,Business,Leadership and Management,Specialization,"Accounting, Leadership, Finance, Marketing, Financial Accounting, Financial Statement, Balance Sheet, Dupont Analysis, Management Accounting, Business Analysis, Management Styles, Management, ","Marc Badia ,Miguel Antón ,Mario Capizzani ,Anneloes Raes ,Carlos García Pont ,",4.7stars,"1,801",Approximately 6 months to complete,Beginner,
Genomic Data Science Specialization,https://www.coursera.org/specializations/genomic-data-science,Be a next generation sequencing data scientist.. Master the tools and techniques at the forefront of the sequencing data revolution.,Data Science,Data Analysis,Specialization,"Bioinformatics, Statistics, Data Science, Computational Biology, Biopython, Python Programming, Genomics, Bioinformatics Algorithms, Algorithms, Algorithms On Strings, Samtools, Unix, ","Steven Salzberg, PhD ,Jeff Leek, PhD ,Mihaela Pertea, PhD ,Ben Langmead, PhD ,Jacob Pritt ,Liliana Florea, PhD ,Kasper Daniel Hansen, PhD ,",4.4stars,"5,102",Approximately 6 months to complete,Intermediate,
Methods and Statistics in Social Sciences Specialization,https://www.coursera.org/specializations/social-science,"Critically Analyze Research and Results Using R. Learn to recognize sloppy science, perform solid research and do appropriate data analysis.",Social Sciences,Governance and Society,Specialization,"Statistics, Statistical Inference, R Programming, Qualitative Research, Confidence Interval, Statistical Hypothesis Testing, Regression Analysis, Analysis Of Variance (ANOVA), ","Annemarie Zand Scholten ,Gerben Moerman ,Matthijs Rooduijn ,Emiel van Loon ,",4.6stars,"3,953",Approximately 10 months to complete,Beginner,
